objid,ra,dec,hubble,petroR90_g,group
J03043656-00021471,46.15233,-0.037419,Sb,16.13,valid
J03054820-00103638,46.45083,-0.176772,Sb,10.61,valid
J03175707-00100867,49.48779,-0.169075,Sb,18.58,valid
J03213395-00104226,50.39146,-0.17840599999999998,Sb,18.05,valid
J01514851+00154975,27.95212,0.263819,Sb,23.15,train
J02175486+00150661,34.47858,0.251836,Sb,11.24,valid
J02332725+00123831,38.36354,0.210642,Sb,14.87,test_expert
J02433130+00182449,40.88042,0.306803,Sb,22.92,valid
J02505554+00220080,42.73142,0.366889,Sb,11.29,valid
J03050857+00203632,46.28571,0.343422,Sb,21.85,test_expert
J03051838+00125595,46.32658,0.215542,Sb,32.05,train
J03082851+00231518,47.11879,0.38755,Sb,42.45,valid
J03110899+00140673,47.78746,0.235203,Sb,15.18,test_expert
J03130312+00212130,48.26300000000001,0.355917,Sb,15.5,train
J01105742+00380328,17.73925,0.6342439999999999,Sb,20.16,train
J01234012+00405653,20.91717,0.682369,Sb,11.42,train
J01252830+00441167,21.36792,0.736575,Sb,19.96,train
J01383848+00442943,24.66033,0.741508,Sb,31.88,train
J01545423+00484037,28.72596,0.811214,Sb,11.48,valid
J02085301+00471259,32.22087,0.7868310000000001,Sb,27.34,train
J02515459+00395333,42.97746,0.664814,Sb,18.94,valid
J02555725+00413337,43.98854,0.692603,Sb,43.32,train
J03141973+00483379,48.58221,0.8093859999999999,Sb,17.93,train
J03302877+00484133,52.61987,0.811481,Sb,23.73,valid
J03333153+00415746,53.38137,0.699294,Sb,11.12,train
J01253972+01104105,21.4155,1.178069,Sb,14.99,valid
J02082017+01110334,32.08404,1.184261,Sb,28.44,test_expert
J02111452+01051542,32.8105,1.087617,Sb,10.02,train
J02502445+01045077,42.60187,1.080769,Sb,10.61,train
J03170220+01151789,49.25917000000001,1.254969,Sb,13.72,train
J03381222+01100882,54.55092,1.169117,Sb,59.02,test_expert
J07531808+28254285,118.32533,28.428569,Sb,20.76,test_expert
J09070677+42354249,136.77821,42.595136,Sb,21.4,train
J09240161+44571590,141.00671,44.954417,Sb,14.07,train
J08191712+34593947,124.82133,34.994297,Sb,9.77,train
J08535489+41202421,133.47871,41.340058,Sb,22.21,train
J08295373+37343646,127.47387,37.576794,Sb,11.03,train
J09100536+44370503,137.52233,44.618064,Sb,17.6,train
J08203811+36530439,125.15879,36.884553,Sb,11.84,train
J08353592+39484882,128.89967,39.813561,Sb,14.54,train
J09031381+41500413,135.80754,41.834481,Sb,13.03,train
J08004014+30240461,120.16725,30.401281,Sb,12.34,train
J08383974+38200815,129.66558,38.335597,Sb,17.53,valid
J08211528+35451541,125.31367,35.754281,Sb,11.72,test_expert
J08343989+38214477,128.66621,38.362436,Sb,16.84,train
J08354804+38331441,128.95017,38.554003,Sb,20.79,train
J08492531+40513160,132.35546000000002,40.858778,Sb,12.44,train
J08584207+42202379,134.67529,42.339942,Sb,14.2,train
J08554720+42163872,133.94666999999998,42.277422,Sb,13.31,train
J08041930+33084270,121.08042,33.145194000000004,Sb,14.87,train
J08223592+37060491,125.64967,37.101364,Sb,27.8,train
J08574179+43073891,134.42412,43.127475,Sb,17.76,train
J09393469+48251886,144.89453999999995,48.421906,Sb,31.16,test_expert
J09484204+47204377,147.17517,47.345492,Sb,14.72,train
J10445441+51293027,161.22671,51.491742,Sb,20.26,train
J11291247+53440259,172.30196,53.734053,Sb,11.6,test_expert
J11320452+53553344,173.01883,53.925956000000006,Sb,13.44,test_expert
J12204302+54274299,185.17925,54.46194200000001,Sb,7.79,test_expert
J12211969+54492350,185.33204,54.823194,Sb,8.141,train
J10334785+52221681,158.44937,52.371336,Sb,18.29,test_expert
J11364230+54504600,174.17625,54.846111,Sb,9.03,train
J11405193+54565797,175.21636999999996,54.949436,Sb,9.79,train
J12335859+55202026,188.49412,55.338961,Sb,10.13,valid
J10555886+53501955,163.99525,53.83876400000001,Sb,9.96,train
J11175308+54384907,169.47117,54.646964,Sb,13.74,train
J11351315+55113101,173.80479,55.191947,Sb,7.34,test_expert
J11384001+55153506,174.66671000000005,55.259739,Sb,19.96,test_expert
J11503328+55292406,177.63867,55.490017,Sb,20.47,train
J11183964+55104068,169.66517,55.177967,Sb,8.95,train
J12200089+56070442,185.00371,56.11789399999999,Sb,17.68,train
J07472056+29244647,116.83567,29.412908,Sb,32.58,train
J08015751+33095228,120.48962,33.164522,Sb,19.33,valid
J08015181+33194396,120.46587,33.328878,Sb,18.49,test_expert
J08011564+32505608,120.31517,32.848911,Sb,16.62,valid
J08284034+38572065,127.16808,38.955736,Sb,24.04,train
J08335494+39475336,128.47892,39.798156,Sb,28.89,train
J07374709+27021131,114.44621,27.036475,Sb,15.5,test_expert
J07574566+32332919,119.44025,32.558108000000004,Sb,10.01,valid
J07584338+32514165,119.68075,32.861569,Sb,7.3,train
J08301384+39531846,127.55767,39.888461,Sb,14.56,train
J08323498+40060041,128.14575,40.10011400000001,Sb,16.32,test_expert
J08422362+41543240,130.59842,41.909,Sb,13.52,test_expert
J08024065+34311724,120.66937,34.521456,Sb,12.99,train
J08041100+34512282,121.04583,34.856339,Sb,12.85,train
J09010008+45261711,135.25033,45.438086,Sb,12.78,train
J07463292+31012156,116.63717,31.022656,Sb,35.12,train
J07510294+32044884,117.76225,32.080233,Sb,15.59,train
J07531676+32323749,118.31983,32.543747,Sb,12.7,train
J08061214+35534712,121.55058,35.89642199999999,Sb,10.54,train
J08405259+42501370,130.21912,42.837139,Sb,30.74,test_expert
J08593457+45553614,134.89404,45.926706,Sb,21.55,train
J08255422+40372577,126.47592,40.623825,Sb,13.97,test_expert
J11214644+55451766,170.4435,55.75490600000001,Sb,17.0,test_expert
J11220368+55443233,170.51533,55.742314,Sb,14.2,valid
J11321937+55552232,173.08071,55.922867,Sb,14.66,train
J12094527+56312515,182.43862,56.523653,Sb,61.15,train
J12320811+56281646,188.03379,56.471239,Sb,57.12,train
J11154251+55552465,168.92712,55.923514,Sb,20.59,train
J11253360+56184683,171.39,56.313008,Sb,14.08,test_expert
J10582306+55370500,164.59608,55.618056,Sb,18.76,train
J11545257+57180820,178.71903999999995,57.302278,Sb,8.03,train
J12414594+57153747,190.44142,57.260408,Sb,10.98,test_expert
J11053680+56312996,166.40333,56.524989,Sb,63.72,valid
J11141116+56470656,168.5465,56.78515600000001,Sb,21.85,train
J11205855+56554459,170.24396000000004,56.929053,Sb,10.34,valid
J11393882+57291086,174.91175,57.48635,Sb,19.39,test_expert
J11473943+57384309,176.91429,57.64530300000001,Sb,11.72,train
J12113345+57441510,182.88937,57.73752800000001,Sb,48.06,test_expert
J11134021+57101874,168.41754,57.171872,Sb,7.58,train
J11352478+57390015,173.85325,57.650042000000006,Sb,18.47,train
J12103282+58181512,182.63675,58.3042,Sb,24.79,train
J12361145+58042032,189.04771,58.072311,Sb,24.76,train
J11194549+57504492,169.93954,57.845811,Sb,19.97,valid
J11474574+51050341,176.94058,51.084281,Sb,12.35,train
J08484275+37130708,132.17812,37.218633,Sb,22.22,train
J09104350+40353860,137.68125,40.594056,Sb,16.87,train
J09270737+42341726,141.78071,42.571461,Sb,78.56,train
J10101089+46570807,152.54537,46.952242,Sb,10.1,train
J10243820+47582655,156.15917,47.974042,Sb,33.49,test_expert
J10295388+48211956,157.4745,48.35543300000001,Sb,10.72,train
J11173360+50444217,169.39,50.745047,Sb,14.71,valid
J11220394+50485471,170.51641999999995,50.815197,Sb,32.3,train
J11282507+51014232,172.10446000000005,51.028422,Sb,9.08,train
J08480331+37394589,132.01379,37.662747,Sb,14.88,valid
J08563547+39032317,134.14779,39.056436,Sb,32.98,test_expert
J08573623+39113259,134.40096,39.192386,Sb,13.97,valid
J11291612+51312381,172.31717,51.523281,Sb,16.0,train
J11505770+51571175,177.74042,51.953264,Sb,10.14,valid
J12203561+52152767,185.14837,52.257686,Sb,15.13,valid
J13092194+51272507,197.34142,51.456964,Sb,10.22,train
J08055751+30221855,121.48962,30.371819,Sb,13.78,train
J09154461+42155851,138.93587,42.266253000000006,Sb,11.04,test_expert
J09225853+43044762,140.74387,43.079894,Sb,13.07,train
J09450562+45351335,146.27342,45.587042,Sb,3.52,valid
J10392934+49440471,159.87225,49.734642,Sb,20.71,valid
J12043179+52274924,181.13246,52.463678,Sb,20.03,valid
J10155552+48411766,153.98133,48.688239,Sb,14.23,train
J11471324+52402039,176.80517,52.67233100000001,Sb,17.55,train
J11523635+52461937,178.15146,52.772047,Sb,16.81,valid
J12000594+52512516,180.02475,52.856989,Sb,7.69,train
J12125288+53023974,183.22033,53.044372,Sb,13.31,test_expert
J12254772+53024571,186.44883,53.046031000000006,Sb,10.07,valid
J10281010+49583760,157.04208,49.977111,Sb,37.68,test_expert
J12583979+52584975,194.66579,52.980486,Sb,22.62,valid
J08514958+42471771,132.95658,42.78825300000001,Sb,16.71,train
J09320070+48214652,143.00292,48.362922,Sb,15.12,test_expert
J10051499+51354633,151.31246000000004,51.596203,Sb,17.12,test_expert
J10292001+53164444,157.33337,53.279011,Sb,16.45,train
J09262243+48100112,141.59346000000005,48.166978,Sb,32.381,valid
J10390643+54195662,159.77678999999995,54.332394,Sb,17.21,train
J09065656+46121604,136.73567,46.204456,Sb,11.64,train
J10105859+52505948,152.74412,52.849856,Sb,13.91,train
J10171599+53274316,154.31662,53.461989,Sb,44.45,train
J08334197+41251495,128.42487,41.420819,Sb,9.69,valid
J08424154+42484742,130.67308,42.813172,Sb,14.61,test_expert
J09112918+47133484,137.87158,47.226344,Sb,11.14,train
J10343986+54501357,158.66608,54.837103000000006,Sb,10.91,train
J08333475+41555888,128.39479,41.933022,Sb,15.84,test_expert
J08584509+46023265,134.68787,46.042403,Sb,17.49,train
J09082792+47191819,137.11633,47.321719,Sb,19.22,train
J09170601+48342947,139.27504,48.574853,Sb,33.71,test_expert
J10150990+54325033,153.79125,54.547314,Sb,25.46,test_expert
J08431625+36134246,130.81771,36.228461,Sb,41.65,valid
J07534157+26293366,118.42321,26.492683000000003,Sb,20.51,train
J08050419+29432172,121.26746,29.7227,Sb,24.48,train
J07515569+27181058,117.98203999999998,27.302939,Sb,16.91,train
J08152926+32413973,123.87192,32.694369,Sb,7.01,valid
J08550184+39331028,133.75767,39.552856,Sb,15.94,train
J07552939+28462882,118.87246,28.774672,Sb,21.83,test_expert
J08513580+39352310,132.89917,39.58975,Sb,5.78,train
J10071899+46324705,151.82912,46.54640300000001,Sb,17.19,valid
J10550592+49362585,163.77467,49.607181,Sb,17.61,train
J12182037+51353450,184.58487,51.592917,Sb,15.9,train
J10032882+46374199,150.87008,46.628331,Sb,29.06,test_expert
J10051439+46390319,151.30996000000005,46.650886,Sb,19.94,train
J10215550+48015242,155.48125,48.03122800000001,Sb,50.18,test_expert
J10235945+48101338,155.99771,48.170383,Sb,13.53,test_expert
J10460950+49323678,161.53958,49.54355,Sb,29.99,test_expert
J10581236+50124864,164.5515,50.213511,Sb,9.39,train
J11253208+51104984,171.38367,51.180511,Sb,9.22,train
J11313160+51243849,172.88167,51.410692,Sb,21.01,valid
J11553028+51482677,178.87617,51.807436,Sb,5.95,train
J12520355+51404842,193.01479,51.680117,Sb,15.72,valid
J13115312+51122508,197.97133,51.206967,Sb,11.56,train
J10451611+49524763,161.31712,49.879897,Sb,24.48,train
J11013800+50495626,165.40833,50.832294,Sb,24.95,valid
J11172977+51241434,169.37403999999995,51.403983,Sb,7.58,train
J11230827+51333025,170.78446,51.55840300000001,Sb,22.61,test_expert
J09595587+47181885,149.98279,47.305236,Sb,7.87,train
J11292830+52133264,172.36792,52.225733,Sb,21.74,valid
J11295810+52105941,172.49208000000004,52.183169,Sb,17.1,valid
J11305061+52122794,172.71087,52.207761,Sb,7.79,train
J12120058+52451135,183.00242,52.75315300000001,Sb,17.96,test_expert
J12330377+52421284,188.26571,52.70356700000001,Sb,12.6,valid
J12511673+52291093,192.81971,52.486369,Sb,16.49,train
J11243833+52320052,171.15971000000005,52.533478,Sb,14.62,valid
J11424485+52464668,175.68687,52.779633,Sb,17.91,train
J11505268+53040026,177.7195,53.066739,Sb,15.39,test_expert
J12595379+52455455,194.97412,52.76515300000001,Sb,13.79,test_expert
J10032333+48215710,150.84721000000005,48.365861,Sb,14.97,train
J12172244+53332369,184.3435,53.55658100000001,Sb,36.71,train
J08571479+37132845,134.31162,37.224569,Sb,18.21,valid
J09172906+39553742,139.37108,39.927061,Sb,11.32,test_expert
J09492040+43263500,147.335,43.443056,Sb,48.88,train
J09380387+42424903,144.51612,42.713619,Sb,14.15,valid
J09422413+43090929,145.60054,43.152581,Sb,16.77,train
J09182050+41015475,139.58542,41.031875,Sb,22.77,train
J10125567+46250372,153.23196000000004,46.4177,Sb,7.64,test_expert
J07452559+23592280,116.35662,23.989667,Sb,27.53,valid
J08030345+27443831,120.76437,27.743975,Sb,17.22,train
J08072019+28382013,121.83412,28.638925,Sb,14.1,train
J08452740+34250920,131.36417,34.419222,Sb,13.59,test_expert
J08570405+36020682,134.26686999999998,36.035228,Sb,36.27,valid
J07580494+26341435,119.52058,26.570653000000004,Sb,12.31,train
J07592851+26532261,119.86879,26.889614,Sb,13.47,train
J08250367+32300963,126.26529,32.502675,Sb,15.49,train
J08382014+32563992,129.58392,32.944422,Sb,10.16,train
J09193078+38575753,139.87825,38.965981,Sb,14.7,train
J09210167+39092366,140.25696000000002,39.156572,Sb,31.92,valid
J10240269+45133267,156.01121,45.225742,Sb,24.92,train
J10263740+45144108,156.65583,45.244744,Sb,16.121,test_expert
J11400740+48372728,175.03083,48.624244,Sb,9.23,train
J11240653+48414661,171.02721,48.696281,Sb,19.07,valid
J11315213+48493443,172.96721000000005,48.826231,Sb,8.29,train
J12371355+49265391,189.30646,49.448308,Sb,66.71,valid
J12061189+49452473,181.54954,49.756869,Sb,13.25,train
J13040462+49272836,196.01925,49.457878,Sb,15.15,train
J14185432+45573010,214.72633,45.958361,Sb,26.01,valid
J15034090+41531669,225.92042,41.887969,Sb,14.29,valid
J15103610+41031693,227.65042000000003,41.054703,Sb,21.01,train
J15112730+41052392,227.86375,41.089978,Sb,12.72,train
J15251832+39134772,231.32633,39.229922,Sb,11.73,train
J09234096+40500059,140.92067,40.833497,Sb,10.68,train
J09301868+41352195,142.57783,41.589431,Sb,9.96,train
J09325162+42033182,143.21508,42.058839,Sb,12.63,test_expert
J11101363+48570508,167.55678999999995,48.951411,Sb,10.48,train
J11341275+49472876,173.55312,49.791322,Sb,7.35,train
J11354310+49441657,173.92958000000004,49.737936,Sb,15.71,train
J11562126+50094744,179.08858,50.163178,Sb,8.93,train
J13100465+49394162,197.51937,49.661561,Sb,25.04,train
J13300802+48533583,202.53342,48.893286,Sb,11.08,valid
J14234578+45555219,215.94075,45.931164,Sb,0.0,test_expert
J14354353+44594610,218.93137,44.996139,Sb,32.51,train
J15131575+41194070,228.31562,41.327972,Sb,14.66,train
J08501441+37011244,132.56004,37.020122,Sb,14.38,test_expert
J09014631+38361216,135.44296,38.603378,Sb,14.27,test_expert
J10105438+45570133,152.72658,45.950369,Sb,23.6,test_expert
J10294542+47170549,157.43925,47.284858,Sb,14.32,valid
J11494568+50313757,177.44033000000005,50.527103,Sb,19.69,valid
J11503112+50323522,177.62967,50.543117,Sb,12.53,test_expert
J12160708+50493048,184.0295,50.825133,Sb,6.25,valid
J09585886+45293531,149.74525,45.493142,Sb,28.0,test_expert
J10073949+46092698,151.91454,46.157494,Sb,18.29,test_expert
J14463941+44534216,221.66421,44.895044,Sb,12.51,train
J09221760+04423000,140.57333,4.7083330000000005,Sb,23.55,valid
J10400295+06011406,160.01228999999995,6.0205720000000005,Sb,21.74,train
J11090160+06195971,167.25667,6.333253,Sb,15.81,test_expert
J08140367+03225658,123.51529,3.3823830000000004,Sb,21.49,train
J10120954+06042144,153.03975,6.072622,Sb,20.04,test_expert
J10205335+06092228,155.22229,6.156189,Sb,8.43,test_expert
J08265614+04050352,126.73392,4.0843110000000005,Sb,11.9,test_expert
J09190970+05263935,139.79041999999998,5.444264,Sb,15.33,train
J10141844+06304641,153.57683,6.512892,Sb,13.09,train
J10315437+06465597,157.97654,6.782214,Sb,12.18,train
J10402466+06513770,160.10275,6.860472,Sb,13.75,train
J09185805+05531817,139.74187,5.888381,Sb,17.32,test_expert
J10075376+07204007,151.974,7.344464,Sb,8.6,valid
J10564983+57244569,164.20762,57.41269200000001,Sb,6.29,valid
J11064954+57410786,166.70642,57.685517,Sb,17.9,valid
J11151509+58322544,168.81287,58.5404,Sb,25.02,train
J11184826+58363420,169.70108000000005,58.6095,Sb,17.76,test_expert
J10055706+55154262,151.48775,55.261839,Sb,40.12,train
J10203879+56200651,155.16162,56.33514200000001,Sb,17.12,train
J10521166+58261755,163.04858000000004,58.438208,Sb,19.21,train
J11193338+59305308,169.88908,59.51474399999999,Sb,9.51,train
J10362567+58332264,159.10696000000004,58.556289,Sb,58.26,train
J10584489+59303886,164.68704,59.510794,Sb,64.31,test_expert
J11133492+60073068,168.3955,60.125189,Sb,37.28,train
J11213910+60172653,170.41292,60.290703,Sb,14.39,train
J12333213+59044986,188.38387,59.08051700000001,Sb,11.56,train
J12005784+59230671,180.241,59.385197,Sb,9.89,train
J12592608+59010687,194.85867,59.018575,Sb,29.64,train
J12161381+59584211,184.05754,59.978364,Sb,12.53,train
J11503095+60074339,177.62896,60.128719,Sb,18.05,test_expert
J11455950+60234049,176.49792,60.394581,Sb,6.2,valid
J11555368+60314622,178.97367,60.52950600000001,Sb,14.98,test_expert
J10191396+05270529,154.80817,5.451469,Sb,14.74,valid
J10425139+05513560,160.71412,5.859889,Sb,14.66,train
J11045811+06071614,166.24212,6.12115,Sb,9.92,train
J09145859+04420081,138.74412,4.700225,Sb,17.73,test_expert
J10212945+05563044,155.37271,5.941789,Sb,10.07,train
J10291550+06074090,157.31458,6.128028,Sb,43.61,train
J11134337+06411411,168.43071,6.687253,Sb,23.04,train
J08583561+04372804,134.64837,4.624456,Sb,11.4,valid
J09512736+05533772,147.864,5.893811,Sb,11.47,valid
J10041708+06082275,151.07117,6.139653,Sb,8.55,valid
J10235977+06290744,155.99903999999995,6.4854,Sb,12.29,train
J10435055+06454664,160.96062,6.762956,Sb,1.56,train
J09215979+06005361,140.49912,6.014892,Sb,23.07,train
J10400581+07340225,160.02421,7.567292,Sb,20.03,valid
J12042827+08533249,181.11779,8.892358,Sb,8.91,train
J09232574+06264114,140.85725,6.444761,Sb,16.09,test_expert
J15220956+45112407,230.53983,45.190019,Sb,18.81,valid
J10301994+08033984,157.58308,8.061067,Sb,13.74,train
J11453586+09070551,176.39942,9.118197,Sb,22.76,train
J12042137+09120265,181.08904,9.200736,Sb,27.36,train
J09273912+07044681,141.91299999999995,7.079669,Sb,14.71,test_expert
J11373597+09282224,174.39987,9.472844,Sb,11.45,train
J11542496+09363258,178.604,9.60905,Sb,9.87,train
J12161875+09444926,184.07812,9.747017,Sb,21.59,train
J12265135+09463895,186.71396,9.777486,Sb,11.5,train
J08343926+05452615,128.66358,5.757264,Sb,11.75,train
J08555721+06201077,133.98837,6.336325,Sb,16.08,train
J09142286+07061295,138.59525,7.103597,Sb,29.58,train
J10580535+09300684,164.52229,9.5019,Sb,34.47,test_expert
J11022932+09284900,165.62216999999995,9.480278,Sb,14.26,test_expert
J09012578+07014970,135.35742,7.0304720000000005,Sb,67.17,train
J09532976+08304605,148.374,8.512792,Sb,11.96,test_expert
J10071508+08515396,151.81283,8.864989,Sb,71.04,valid
J10380163+09341715,159.50679,9.571431,Sb,18.57,train
J10590706+10004500,164.77942,10.0125,Sb,11.69,test_expert
J11082075+10065983,167.08646000000005,10.116619,Sb,7.64,train
J11144563+10132938,168.69012,10.224828,Sb,11.74,test_expert
J11420491+10230330,175.52046,10.38425,Sb,17.48,test_expert
J11521308+10214994,178.0545,10.363872,Sb,15.7,train
J12220241+10371492,185.51004,10.620811,Sb,13.47,valid
J12241948+10264679,186.08117,10.446331,Sb,9.96,train
J10095544+09281130,152.481,9.469806,Sb,18.34,test_expert
J10202073+09363035,155.08637,9.608431,Sb,11.09,train
J10373821+10010182,159.40921,10.017172,Sb,14.31,train
J11442860+10470162,176.11917,10.783783,Sb,27.54,test_expert
J12022920+10535223,180.62167,10.897842,Sb,21.05,train
J11015553+47054187,165.48137,47.094964,Sb,29.65,test_expert
J11180773+47530024,169.53221000000005,47.8834,Sb,10.92,test_expert
J11430446+48235638,175.76858,48.398994,Sb,14.62,train
J11545787+48445106,178.74112,48.747517,Sb,19.23,train
J11550260+48413919,178.76083,48.694219,Sb,11.09,test_expert
J12235886+48464636,185.99525,48.779544,Sb,67.45,test_expert
J10501493+47012501,162.56221000000005,47.023614,Sb,12.4,valid
J10560961+47233290,164.04004,47.392472,Sb,54.88,train
J11065067+47510911,166.71112,47.852531,Sb,13.01,train
J11354107+48481330,173.92112,48.803694,Sb,15.35,train
J11523544+49082029,178.14767,49.138969,Sb,28.55,train
J12101076+49170997,182.54483,49.286103,Sb,33.84,train
J10270452+46032834,156.76883,46.057872,Sb,17.23,train
J10355481+46400178,158.97836999999996,46.667161,Sb,13.24,train
J11061046+48160399,166.54358,48.267775,Sb,27.41,valid
J11331350+49060717,173.30625,49.101992,Sb,7.79,valid
J12215417+49421254,185.47571,49.703483,Sb,18.01,train
J10344687+46582977,158.69529,46.974936,Sb,11.56,valid
J11494264+49554919,177.42767,49.930331,Sb,22.33,valid
J11562509+49515502,179.10454,49.86528300000001,Sb,17.47,train
J12041420+50082140,181.05917,50.139278,Sb,10.54,train
J11520257+50164383,178.01071000000005,50.278842,Sb,10.18,train
J11465754+50420796,176.73975,50.702211,Sb,38.24,valid
J12060923+50511010,181.53846,50.852806,Sb,18.92,train
J12131998+50590285,183.33325,50.984125,Sb,23.64,valid
J12203529+50580597,185.14704,50.968325,Sb,16.98,valid
J12215356+51023345,185.47317,51.042625,Sb,27.36,train
J10165870+49373831,154.24458,49.627308,Sb,22.95,train
J10322914+50383340,158.12142,50.642611,Sb,13.03,valid
J11170501+52433021,169.27087,52.725058,Sb,9.75,valid
J11501247+53395768,177.55196,53.666022,Sb,20.8,test_expert
J12044522+53472498,181.18842,53.790272,Sb,9.81,train
J12583839+53243630,194.65996,53.41008299999999,Sb,61.69,test_expert
J10300137+50504782,157.50571000000005,50.846617,Sb,19.89,train
J11315448+53445886,172.977,53.749683,Sb,19.22,train
J12011984+54140378,180.33267,54.234383,Sb,12.85,train
J13011138+53484041,195.29742,53.811225,Sb,16.77,valid
J13244055+53024682,201.16896,53.046339,Sb,12.06,test_expert
J11411077+54194214,175.29487,54.328372,Sb,27.01,train
J11474176+54295546,176.924,54.498739,Sb,19.79,valid
J11114340+53591889,167.93083,53.988581,Sb,26.52,test_expert
J12223950+55045872,185.66458,55.082978,Sb,11.63,test_expert
J12454495+54503439,191.43729,54.842886,Sb,8.52,valid
J13180280+54143462,199.51167,54.24295,Sb,17.92,train
J10251673+52031481,156.31971,52.054114,Sb,20.44,test_expert
J11262830+54471440,171.61792,54.787333,Sb,10.69,test_expert
J11322323+54585907,173.09679,54.983075,Sb,41.39,train
J11551555+55210886,178.81479,55.352461,Sb,12.75,test_expert
J11560719+55232692,179.02996000000005,55.390811,Sb,61.58,test_expert
J12115573+55293736,182.98221,55.493711,Sb,6.47,train
J11072501+54312728,166.85421000000005,54.524244,Sb,31.67,train
J11481510+55365958,177.06292,55.61655,Sb,13.25,train
J11491458+55420373,177.31075,55.701036,Sb,7.9,valid
J11490992+55415729,177.29133000000004,55.699247,Sb,22.34,train
J13274570+54475717,201.94042,54.799214,Sb,25.19,train
J13032752+53315542,195.86467,53.532061,Sb,31.62,test_expert
J13013782+54232585,195.40758,54.390514,Sb,31.67,train
J13223248+54490569,200.63533,54.818247,Sb,22.44,train
J15034025+46174771,225.91771,46.296586,Sb,22.33,valid
J15532543+39231035,238.35596,39.386208,Sb,25.81,valid
J16191928+34322814,244.83033,34.54115,Sb,24.5,train
J14123940+51165098,213.16417,51.280828,Sb,10.39,train
J15381219+42281925,234.55079,42.472014,Sb,17.4,test_expert
J15510740+40230212,237.78083,40.383922,Sb,15.96,test_expert
J15544050+39465660,238.66875,39.782389,Sb,8.11,train
J17102099+22473054,257.58746,22.791817,Sb,5.6,train
J14395320+49424414,219.97167,49.712261,Sb,8.65,test_expert
J14562628+48003503,224.1095,48.009731,Sb,21.47,train
J15015090+47523143,225.46208,47.875397,Sb,18.01,train
J16490527+29453165,252.27196,29.758792,Sb,10.48,train
J15474317+42373712,236.92987,42.626978,Sb,21.12,valid
J13372067+52323509,204.33612,52.54308100000001,Sb,19.1,train
J14433170+48115837,220.88208,48.199547,Sb,13.85,train
J15280961+43002561,232.04004,43.007114,Sb,19.86,test_expert
J15294499+42550714,232.43746,42.91865,Sb,25.96,test_expert
J15545664+39004131,238.736,39.011475,Sb,9.2,train
J16185460+35091417,244.7275,35.153936,Sb,59.54,valid
J16190526+35015555,244.77192,35.032097,Sb,22.26,train
J14384554+49263329,219.68975,49.442581,Sb,15.09,train
J14563451+48133088,224.14379,48.225244,Sb,15.92,train
J15171617+45524435,229.31737,45.878986,Sb,10.93,test_expert
J15181256+45463609,229.55233,45.776692,Sb,10.34,train
J15364216+43322151,234.17567000000003,43.539308,Sb,57.22,train
J14562171+48440513,224.09046,48.734758,Sb,9.15,train
J15131398+47060834,228.30825,47.102317,Sb,17.52,test_expert
J15322888+44313922,233.12033,44.527561,Sb,6.58,valid
J14050062+57423416,211.25258,57.70948900000001,Sb,16.69,train
J14081654+58060127,212.06892,58.10035300000001,Sb,12.79,train
J14340998+54044446,218.54158,54.07901700000001,Sb,45.35,test_expert
J14495875+52363498,222.49479,52.609717,Sb,18.41,valid
J14542663+53130304,223.61096,53.217511,Sb,26.63,test_expert
J15040005+52154810,226.00021,52.263361,Sb,10.82,test_expert
J14461948+54264892,221.58117,54.446922,Sb,17.38,train
J15003503+53580822,225.14596,53.96895,Sb,16.4,train
J15061017+53243909,226.54237,53.410858,Sb,23.6,train
J17123198+22293793,258.13325,22.493869,Sb,8.64,test_expert
J16372830+32103322,249.36792000000003,32.175894,Sb,16.43,train
J16083008+39273420,242.12533,39.4595,Sb,19.89,valid
J16152849+37570690,243.86871,37.951917,Sb,8.99,train
J16160135+37550714,244.00562,37.91865,Sb,16.58,valid
J16192164+37040877,244.84017000000003,37.06910300000001,Sb,11.63,valid
J16235648+36133932,245.98533,36.227589,Sb,16.62,train
J16240687+36135401,246.02862,36.231669,Sb,13.38,train
J16404739+32142327,250.19746,32.239797,Sb,14.12,valid
J15595711+41284005,239.98796,41.477792,Sb,21.6,train
J16050320+41162956,241.26333,41.274878,Sb,15.3,train
J16172978+38544403,244.37408,38.912231,Sb,17.12,train
J16213388+38003087,245.39117,38.008575,Sb,59.17,train
J16225011+37431795,245.70879,37.721653,Sb,14.06,test_expert
J16402269+33404710,250.09454,33.67975,Sb,32.85,train
J16475571+31473690,251.98212,31.793583,Sb,22.23,train
J16541152+30070979,253.548,30.119386,Sb,21.23,train
J15212223+48245693,230.34262,48.41581400000001,Sb,4.43,train
J16012780+42231759,240.36583,42.388219,Sb,22.37,train
J16041746+42014135,241.07275,42.028153,Sb,29.62,train
J16071761+41241303,241.82337,41.403619,Sb,25.1,test_expert
J16125095+40190787,243.21229,40.318853,Sb,25.44,test_expert
J16242042+37492232,246.08508,37.822867,Sb,14.4,train
J15193016+49302325,229.87567,49.506458,Sb,7.78,train
J15363769+47182666,234.15704,47.307406,Sb,12.63,valid
J15392855+46585967,234.86896,46.983242,Sb,4.0710000000000015,train
J14383825+54164054,219.65937,54.277928,Sb,8.43,train
J15362678+47511740,234.11158,47.854833,Sb,22.81,train
J16120956+41392950,243.03983,41.658194,Sb,7.63,train
J16232803+39112909,245.86679,39.191414,Sb,35.14,test_expert
